id,DRAFTID,CombineID,Year,Name,FirstName,LastName,Position,HeightInchesTotal,HeightFeet,HeightInches,Weight(LBS),ArmLength(Inches),HandsSize(Inches),FortyYardDash,TwentyYardDashSplit,TenYardDashSplit,TwentyYardShuttle,ThreeConeDrill,VerticalJump,BroadJump,BenchPressReps,DraftRound,College,PickRound,PickTotal,Wonderlic
9109,,MarqueisGray2013,2013,Marqueis Gray,Marqueis,Gray,QB,75,6,3,240,34,9.875,4.73,,1.59,4.3,7.25,30,111,15,,,,,
9110,20134115,LandryJones20134,2013,Landry Jones,Landry,Jones,QB,76,6,4,225,33,9.125,5.11,,1.69,4.3,7.12,31,115,,4,Oklahoma,18,115,
9111,,CollinKlein2013,2013,Collin Klein,Collin,Klein,QB,77,6,5,226,32,9.25,4.78,,1.64,4.4,7.17,29,111,,,,,,
9112,,E.J.Manuel2013,2013,E.J. Manuel,E.J.,Manuel,QB,76.625,6,4.625,237,35,10.375,4.65,,1.63,4.21,7.08,34,118,,,,,,
9113,20134110,RyanNassib20134,2013,Ryan Nassib,Ryan,Nassib,QB,74,6,2,227,32,10.125,5.06,,1.73,4.53,7.34,28.5,105,,4,Syracuse,13,110,
9114,,MattScott2013,2013,Matt Scott,Matt,Scott,QB,74,6,2,213,30.25,9,4.69,,1.58,3.99,6.69,31,118,,,,,,
9115,2013239,GenoSmith20132,2013,Geno Smith,Geno,Smith,QB,74,6,2,218,32.5,9.25,4.59,,1.59,,,33.5,124,,2,West Virginia,7,39,
9116,20137221,BradSorensen20137,2013,Brad Sorensen,Brad,Sorensen,QB,76,6,4,229,32.25,9.25,4.97,,1.65,4.55,7.17,29,112,,7,Southern Utah,15,221,
9117,,JamesVandenberg2013,2013,James Vandenberg,James,Vandenberg,QB,75,6,3,226,30.25,9.75,4.92,,1.73,4.52,6.95,32,116,,,,,,
9118,20134112,TylerWilson20134,2013,Tyler Wilson,Tyler,Wilson,QB,74,6,2,215,31.375,8.75,4.95,,1.7,4.39,7.22,28.5,112,,4,Arkansas,15,112,
9119,,C.J.Anderson2013,2013,C.J. Anderson,C.J.,Anderson,RB,68,5,8,224,30,9,4.6,,1.58,4.12,7.15,32,119,17,,,,,
9120,2013258,MonteeBall20132,2013,Montee Ball,Montee,Ball,RB,70,5,10,214,32.625,9,4.66,,1.59,4.4,6.88,32,118,15,2,Wisconsin,26,58,
9121,20136182,KenjonBarner20136,2013,Kenjon Barner,Kenjon,Barner,RB,69,5,9,196,29.625,9.125,4.52,,1.6,4.2,6.87,35.5,122,20,6,Oregon,14,182,
9122,2013248,LeVeonBell20132,2013,LeVeon Bell,LeVeon,Bell,RB,73,6,1,230,31.5,9.625,4.6,,1.55,4.24,6.75,31.5,118,24,2,Michigan State,16,48,
9123,2013237,GiovaniBernard20132,2013,Giovani Bernard,Giovani,Bernard,RB,68,5,8,202,28,9.375,4.53,,1.53,4.12,6.91,33.5,122,19,2,North Carolina,5,37,
9124,20137215,TommyBohanon20137,2013,Tommy Bohanon,Tommy,Bohanon,RB,73,6,1,246,30.125,10,4.88,,1.63,4.42,7.27,35,119,36,7,Wake Forest,9,215,
9125,,ZachBoren2013,2013,Zach Boren,Zach,Boren,RB,71,5,11,238,31.5,10,5,,1.65,4.44,7.28,32,109,25,,,,,
9126,20136190,RexBurkhead20136,2013,Rex Burkhead,Rex,Burkhead,RB,70,5,10,214,30.875,9.75,4.73,2.59,1.58,4.09,6.85,39,125,21,6,Nebraska,22,190,
9127,2013396,KnileDavis20133,2013,Knile Davis,Knile,Davis,RB,70,5,10,227,29.75,8.625,4.37,,1.49,4.38,6.96,33.5,121,31,3,Arkansas,34,96,
9128,20136187,AndreEllington20136,2013,Andre Ellington,Andre,Ellington,RB,69,5,9,199,31,9.375,4.61,,1.56,,,34,122,,6,Clemson,19,187,
9129,,MichaelFord2013,2013,Michael Ford,Michael,Ford,RB,69,5,9,210,30.375,9,4.5,,1.51,4.25,6.87,38.5,130,25,,,,,
9130,20134125,JohnathanFranklin20134,2013,Johnathan Franklin,Johnathan,Franklin,RB,70,5,10,205,30,9.375,4.49,,1.54,4.31,6.89,31.5,115,18,4,UCLA,28,125,
9131,20135164,MikeGillislee20135,2013,Mike Gillislee,Mike,Gillislee,RB,71,5,11,208,31.125,9.375,4.55,,1.59,4.4,7.12,30.5,119,15,5,Florida,31,164,
9132,,RayGraham2013,2013,Ray Graham,Ray,Graham,RB,69,5,9,199,30.25,9.625,4.8,,1.61,4.21,7.17,32.5,112,18,,,,,
9133,,D.J.Harper2013,2013,D.J. Harper,D.J.,Harper,RB,69,5,9,211,31,10.25,4.52,,1.54,4.35,7.07,33.5,120,23,,,,,
9134,,MontelHarris2013,2013,Montel Harris,Montel,Harris,RB,68,5,8,208,30.5,9.375,4.68,,1.59,4.18,6.95,32.5,113,19,,,,,
9135,,MichaelHill2013,2013,Michael Hill,Michael,Hill,RB,70.125,5,10.125,209,29.875,10,4.6,2.69,1.58,4.08,6.78,37.5,124,23,,,,,
9136,20136189,MikeJames20136,2013,Mike James,Mike,James,RB,70,5,10,223,31.625,9.75,4.53,,1.58,4.62,,35,115,28,6,Miami (FL),21,189,
9137,20137228,JawanJamison20137,2013,Jawan Jamison,Jawan,Jamison,RB,67,5,7,203,29,8.375,4.68,,1.66,,,29,110,20,7,Rutgers,22,228,
9138,,StefphonJefferson2013,2013,Stefphon Jefferson,Stefphon,Jefferson,RB,70,5,10,213,30.25,9.125,4.68,,1.61,4.44,6.97,31,117,15,,,,,
9139,2013261,EddieLacy20132,2013,Eddie Lacy,Eddie,Lacy,RB,71,5,11,231,31,9.5,4.58,,,,,,,,2,Alabama,29,61,
9140,20134131,MarcusLattimore20134,2013,Marcus Lattimore,Marcus,Lattimore,RB,71,5,11,221,32.5,9.875,,,,,,,,,4,South Carolina,34,131,
9141,,ZachLine2013,2013,Zach Line,Zach,Line,RB,72,6,,232,30.75,8.75,4.77,,,,,30.5,111,26,,,,,
9142,,MiguelMaysonet2013,2013,Miguel Maysonet,Miguel,Maysonet,RB,69,5,9,209,29.375,8.5,4.45,,,4.43,7.21,31.5,107,20,,,,,
9143,,OnterioMcCalebb2013,2013,Onterio McCalebb,Onterio,McCalebb,RB,70,5,10,168,31,9,4.34,,1.45,,,34,121,,,,,,
9144,2013262,ChristineMichael20132,2013,Christine Michael,Christine,Michael,RB,70,5,10,220,31.5,9.375,4.54,2.51,1.51,4.02,6.69,43,125,27,2,Texas A&M,30,62,
9145,20136181,LataviusMurray20136,2013,Latavius Murray,Latavius,Murray,RB,74.5,6,2.5,223,33.25,9.125,4.38,2.56,1.48,4.36,6.81,36,124,22,6,UCF,13,181,
9146,,LonniePryor2013,2013,Lonnie Pryor,Lonnie,Pryor,RB,71,5,11,227,30.375,8.375,4.7,,1.61,4.55,7.28,30,114,17,,,,,
9147,20135151,JosephRandle20135,2013,Joseph Randle,Joseph,Randle,RB,72,6,,204,31.75,8.75,4.63,,1.61,,,35,123,,5,Oklahoma State,18,151,
9148,20136199,TheoRiddick20136,2013,Theo Riddick,Theo,Riddick,RB,70,5,10,201,30,8.75,4.68,,,,,32,118,,6,Notre Dame,31,199,
9149,,RobbieRouse2013,2013,Robbie Rouse,Robbie,Rouse,RB,66,5,6,190,28.375,9.25,4.8,,1.64,4.25,6.97,34,114,15,,,,,
9150,,ZacStacy2013,2013,Zac Stacy,Zac,Stacy,RB,68,5,8,216,30.25,8.625,4.55,,1.59,4.17,6.7,33,122,27,,,,,
9151,20135140,StepfanTaylor20135,2013,Stepfan Taylor,Stepfan,Taylor,RB,69.125,5,9.125,214,30.125,8.625,4.76,,1.64,4.5,7.13,30,110,17,5,Stanford,7,140,
9152,,MatthewTucker2013,2013,Matthew Tucker,Matthew,Tucker,RB,72,6,,221,30.25,9.25,4.55,,1.54,,,35.5,118,17,,,,,
9153,20137230,KerwynnWilliams20137,2013,Kerwynn Williams,Kerwynn,Williams,RB,68,5,8,195,29.75,9.125,4.48,,1.52,4.15,7.15,35,118,17,7,Utah State,24,230,
9154,20136204,BradenWilson20136,2013,Braden Wilson,Braden,Wilson,RB,75,6,3,251,33.375,10,4.81,,1.6,,,,,22,6,Kansas State,36,204,
9155,,GeorgeWinn2013,2013,George Winn,George,Winn,RB,70,5,10,218,30.875,9.875,4.75,,1.61,,,34.5,119,22,,,,,
9156,,CierreWood2013,2013,Cierre Wood,Cierre,Wood,RB,71,5,11,213,30.875,8.625,4.56,,1.53,,,37.5,124,16,,,,,
9157,2013233,JohnathanCyprien20132,2013,Johnathan Cyprien,Johnathan,Cyprien,SS,72,6,,217,31.75,10.25,4.5,2.65,1.52,4.44,7.01,38.5,119,18,2,Florida International,1,33,
9158,2013132,MattElam20131,2013,Matt Elam,Matt,Elam,SS,70,5,10,208,32.625,9,4.54,,1.57,,,35.5,118,17,1,Florida,32,32,
9159,,KeelanJohnson2013,2013,Keelan Johnson,Keelan,Johnson,SS,72,6,,209,32.5,9,4.54,,1.53,4.07,6.77,36.5,125,12,,,,,
9160,,RobertLester2013,2013,Robert Lester,Robert,Lester,SS,73,6,1,220,32,9.75,4.66,,,,,33.5,117,,,,,,
9161,2013371,T.J.McDonald20133,2013,T.J. McDonald,T.J.,McDonald,SS,74,6,2,219,33.125,9.25,4.59,,1.53,4.2,6.89,40,131,19,3,USC,9,71,
9162,,JawanzaStarling2013,2013,Jawanza Starling,Jawanza,Starling,SS,73,6,1,202,32,8.75,4.64,,1.52,4.34,6.68,36,122,17,,,,,
9163,20134111,ShamarkoThomas20134,2013,Shamarko Thomas,Shamarko,Thomas,SS,69,5,9,213,31.5,9.25,4.42,,1.5,4.26,,40.5,133,28,4,Syracuse,14,111,
9164,2013115,KennyVaccaro20131,2013,Kenny Vaccaro,Kenny,Vaccaro,SS,72,6,,214,32.75,10,4.63,,1.57,4.06,6.78,38,121,15,1,Texas,15,15,
9165,,J.J.Wilcox2013,2013,J.J. Wilcox,J.J.,Wilcox,SS,72,6,,213,31,9,4.57,,1.53,4.09,7.02,35,124,17,,,,,
9166,2013384,ShawnWilliams20133,2013,Shawn Williams,Shawn,Williams,SS,72,6,,213,30.75,8.375,4.46,,1.52,4.25,7.01,36,120,25,3,Georgia,22,84,
9167,20135136,EarlWolff20135,2013,Earl Wolff,Earl,Wolff,SS,71,5,11,209,31.5,9.125,4.44,,1.49,4.07,,39,134,,5,North Carolina State,3,136,
9168,20137254,JusticeCunningham20137,2013,Justice Cunningham,Justice,Cunningham,TE,75,6,3,258,33.875,10,4.94,,1.64,4.45,7.12,31.5,116,,7,South Carolina,48,254,
9169,2013121,TylerEifert20131,2013,Tyler Eifert,Tyler,Eifert,TE,77,6,5,250,33.125,9.125,4.68,,1.66,4.32,6.92,35.5,119,22,1,Notre Dame,21,21,
9170,2013235,ZachErtz20132,2013,Zach Ertz,Zach,Ertz,TE,77,6,5,249,31.75,9.75,4.76,,1.62,4.47,7.08,30.5,111,24,2,Stanford,3,35,
9171,2013247,GavinEscobar20132,2013,Gavin Escobar,Gavin,Escobar,TE,78,6,6,254,33.625,9.75,4.84,,1.66,4.31,7.07,32,114,,2,San Diego State,15,47,
9172,,JosephFauria2013,2013,Joseph Fauria,Joseph,Fauria,TE,79,6,7,259,33.75,10.875,4.72,,,4.53,7.49,35.5,120,17,,,,,
9173,,MattFurstenburg2013,2013,Matt Furstenburg,Matt,Furstenburg,TE,75,6,3,242,31.75,8.625,4.62,,1.59,4.35,7.09,35.5,115,18,,,,,
9174,20137222,ChrisGragg20137,2013,Chris Gragg,Chris,Gragg,TE,75,6,3,244,33.625,9,4.5,,1.53,4.51,7.08,37.5,125,18,7,Arkansas,16,222,
9175,20137219,D.C.Jefferson20137,2013,D.C. Jefferson,D.C.,Jefferson,TE,78,6,6,255,34.25,10.125,4.88,,,,,,,3,7,Rutgers,13,219,
9176,20136172,NickKasa20136,2013,Nick Kasa,Nick,Kasa,TE,78,6,6,269,32.875,9.125,4.71,2.69,1.63,,,31.5,113,22,6,Colorado,4,172,
9177,,PhilipLutzenkirchen2013,2013,Philip Lutzenkirchen,Philip,Lutzenkirchen,TE,75,6,3,258,33.25,10.25,4.94,,1.7,4.35,7.15,30.5,112,21,,,,,
9178,2013255,VanceMcDonald20132,2013,Vance McDonald,Vance,McDonald,TE,76,6,4,267,34.375,10.125,4.69,,1.67,4.53,7.08,33.5,119,31,2,Rice,23,55,
9179,,ChrisPantale2013,2013,Chris Pantale,Chris,Pantale,TE,77,6,5,254,33.25,10.25,4.99,2.75,1.67,4.5,7.48,33.5,110,17,,,,,
9180,2013385,JordanReed20133,2013,Jordan Reed,Jordan,Reed,TE,74,6,2,236,33,10,4.72,,1.63,,,,,16,3,Florida,23,85,
9181,20136184,MychalRivera20136,2013,Mychal Rivera,Mychal,Rivera,TE,75,6,3,242,32.625,10.25,4.81,,1.69,4.43,7.17,31,112,17,6,Tennessee,16,184,
9182,20134106,DionSims20134,2013,Dion Sims,Dion,Sims,TE,77,6,5,262,33.125,10.5,4.75,,1.6,4.52,7.36,35,112,22,4,Michigan State,9,106,
9183,,JakeStoneburner2013,2013,Jake Stoneburner,Jake,Stoneburner,TE,75,6,3,252,32.25,9.375,4.65,,1.6,4.27,7.12,34.5,116,18,,,,,
9184,20134133,LevineToilolo20134,2013,Levine Toilolo,Levine,Toilolo,TE,80,6,8,260,34.5,10.25,4.86,,1.7,4.57,7.09,31,113,17,4,Stanford,36,133,
9185,2013376,KeenanAllen20133,2013,Keenan Allen,Keenan,Allen,WR,74.5,6,2.5,206,32.75,10,4.71,,,,,,,,3,California,14,76,
9186,201318,TavonAustin20131,2013,Tavon Austin,Tavon,Austin,WR,68,5,8,174,30,9.125,4.34,,1.45,4.01,,32,120,14,1,West Virginia,8,8,
9187,2013392,StedmanBailey20133,2013,Stedman Bailey,Stedman,Bailey,WR,70,5,10,193,32.75,9.875,4.52,,1.58,4.09,6.81,34.5,117,11,3,West Virginia,30,92,
9188,20136195,AlanBonner20136,2013,Alan Bonner,Alan,Bonner,WR,70,5,10,193,30.25,9.375,4.59,,1.63,4.15,,33,117,14,6,Jacksonville State,27,195,
9189,20134102,JoshBoyce20134,2013,Josh Boyce,Josh,Boyce,WR,71,5,11,206,31.25,9.25,4.38,,1.56,4.1,6.68,34,131,22,4,TCU,5,102,
9190,,MarcusDavis2013,2013,Marcus Davis,Marcus,Davis,WR,75,6,3,233,32.75,10.25,4.56,,1.63,,7.15,39.5,120,19,,,,,
9191,20136171,CoreyFuller20136,2013,Corey Fuller,Corey,Fuller,WR,74,6,2,204,33.25,9.5,4.43,,1.49,,,31.5,120,12,6,Virginia Tech,3,171,
9192,,TyroneGoard2013,2013,Tyrone Goard,Tyrone,Goard,WR,79,6,7,205,34,8.75,4.5,,1.53,4.39,6.9,36,123,10,,,,,
9193,2013378,MarquiseGoodwin20133,2013,Marquise Goodwin,Marquise,Goodwin,WR,69,5,9,183,31.5,8.625,4.27,,1.43,,,,132,13,3,Texas,16,78,
9194,20136197,CobiHamilton20136,2013,Cobi Hamilton,Cobi,Hamilton,WR,74,6,2,212,32.5,8.75,4.56,,1.63,4.31,,29.5,107,11,6,Arkansas,29,197,
9195,20134123,ChrisHarper20134,2013,Chris Harper,Chris,Harper,WR,73,6,1,229,32.75,9.75,4.55,,1.55,4.39,6.89,35.5,116,20,4,Kansas State,26,123,
9196,,MarkHarrison2013,2013,Mark Harrison,Mark,Harrison,WR,75,6,3,231,35,9.625,4.46,,1.58,4.33,6.99,38.5,129,17,,,,,
9197,2013127,DeandreHopkins20131,2013,Deandre Hopkins,Deandre,Hopkins,WR,73,6,1,214,33.375,10,4.57,,1.59,4.5,,36,115,15,1,Clemson,27,27,
9198,2013234,JustinHunter20132,2013,Justin Hunter,Justin,Hunter,WR,76,6,4,196,33.25,9.375,4.44,,1.54,4.33,,39.5,136,,2,Tennessee,2,34,
9199,20137216,CharlesJohnson20137,2013,Charles Johnson,Charles,Johnson,WR,74,6,2,215,30.5,9.25,4.39,2.51,1.53,4.31,7.04,39.5,133,14,7,Grand Valley State,10,216,
9200,,DariusJohnson2013,2013,Darius Johnson,Darius,Johnson,WR,69,5,9,179,30.25,9.125,4.6,,1.57,4.53,,32,109,6,,,,,
9201,,BrandonKaufman2013,2013,Brandon Kaufman,Brandon,Kaufman,WR,77,6,5,216,32.25,9.25,4.67,,1.59,4.44,7.11,33.5,115,9,,,,,
9202,20135161,TavarresKing20135,2013,Tavarres King,Tavarres,King,WR,72,6,,189,33,9.5,4.47,,1.58,4.33,6.91,36.5,123,11,5,Georgia,28,161,
9203,,AlecLemon2013,2013,Alec Lemon,Alec,Lemon,WR,73,6,1,202,31.125,8.5,4.59,,1.61,4.29,7.04,32,112,7,,,,,
9204,20137238,AaronMellette20137,2013,Aaron Mellette,Aaron,Mellette,WR,74,6,2,217,33.125,9.625,4.54,,1.56,4.41,7.11,33.5,123,9,7,Elon,32,238,
9205,,T.J.Moe2013,2013,T.J. Moe,T.J.,Moe,WR,71,5,11,204,30.125,9.875,4.74,,1.57,3.96,6.53,36,120,26,,,,,
9206,2013129,CordarrellePatterson20131,2013,Cordarrelle Patterson,Cordarrelle,Patterson,WR,74,6,2,216,31.75,9,4.42,,1.55,,,37,128,,1,Tennessee,29,29,
9207,20134128,QuintonPatton20134,2013,Quinton Patton,Quinton,Patton,WR,72,6,,204,32.875,9.375,4.53,,1.56,4.01,6.91,33,118,8,4,Louisiana Tech,31,128,
9208,20135135,DenardRobinson20135,2013,Denard Robinson,Denard,Robinson,WR,70,5,10,199,32.625,9,4.43,,1.56,4.22,7.09,36.5,123,,5,Michigan,2,135,
9209,,DaRickRogers2013,2013,DaRick Rogers,DaRick,Rogers,WR,74,6,2,217,32.75,9.5,4.52,,1.67,4.06,6.71,39.5,132,10,,,,,
9210,,LanearSampson2013,2013,Lanear Sampson,Lanear,Sampson,WR,71,5,11,204,30.75,9.25,4.46,,1.51,4.38,7.1,33.5,119,20,,,,,
9211,20134101,AceSanders20134,2013,Ace Sanders,Ace,Sanders,WR,67,5,7,173,29.5,8.875,4.58,,1.55,4.37,6.81,32,117,7,4,South Carolina,4,101,
9212,,RodneySmith2013,2013,Rodney Smith,Rodney,Smith,WR,76,6,4,225,34.75,10.375,4.51,,1.55,4.07,7.03,34.5,120,,,,,,
9213,,RyanSpadola2013,2013,Ryan Spadola,Ryan,Spadola,WR,73,6,1,204,30.75,9.75,4.48,,1.55,4.07,6.72,33.5,119,15,,,,,
9214,20135144,KennyStills20135,2013,Kenny Stills,Kenny,Stills,WR,72,6,,194,30.5,9,4.38,,1.53,4.35,,33.5,124,16,5,Oklahoma,11,144,
9215,20136174,RyanSwope20136,2013,Ryan Swope,Ryan,Swope,WR,72,6,,205,31.375,8.5,4.34,,1.47,4.25,6.76,37,125,16,6,Texas A&M,6,174,
9216,,KenbrellThompkins2013,2013,Kenbrell Thompkins,Kenbrell,Thompkins,WR,73,6,1,193,32.25,8.75,4.54,,1.54,4.21,6.88,33.5,121,8,,,,,
9217,,ConnerVernon2013,2013,Conner Vernon,Conner,Vernon,WR,72,6,,196,30.5,9.25,4.68,,1.61,4.22,6.93,32.5,125,,,,,,
9218,2013379,MarkusWheaton20133,2013,Markus Wheaton,Markus,Wheaton,WR,71,5,11,189,32.75,9.125,4.45,,1.52,4.02,6.8,37,120,20,3,Oregon State,17,79,
9219,2013374,TerranceWilliams20133,2013,Terrance Williams,Terrance,Williams,WR,74,6,2,208,31.25,8.75,4.52,,1.52,4.32,7.01,32.5,119,11,3,Baylor,12,74,
9220,20137236,MarquessWilson20137,2013,Marquess Wilson,Marquess,Wilson,WR,75,6,3,194,31.125,9.25,4.51,,1.51,4.33,6.65,34.5,122,7,7,Washington State,30,236,
9221,2013241,RobertWoods20132,2013,Robert Woods,Robert,Woods,WR,72,6,,201,31,9.25,4.51,,,4.47,7.15,33.5,117,14,2,USC,9,41,
9222,20134114,B.W.Webb20134,2013,B.W. Webb,B.W.,Webb,CB,70,5,10,184,30.25,9.375,4.51,,1.49,3.84,6.82,40.5,132,14,4,William & Mary,17,114,
9223,2013370,BlidiWreh-Wilson20133,2013,Blidi Wreh-Wilson,Blidi,Wreh-Wilson,CB,73,6,1,195,32,8.625,4.53,,1.53,4.12,6.97,36,128,14,3,Connecticut,8,70,
9224,20135149,BrandonMcGee20135,2013,Brandon McGee,Brandon,McGee,CB,71,5,11,193,32,9.125,4.4,,1.46,4.18,6.71,33.5,119,14,5,Miami (FL),16,149,
9225,2013112,D.J.Hayden20131,2013,D.J. Hayden,D.J.,Hayden,CB,71.125,5,11.125,191,,,4.42,,,,,,,,1,Houston,12,12,
9226,2013236,DariusSlay20132,2013,Darius Slay,Darius,Slay,CB,72,6,,192,32.25,9.375,4.36,,1.52,4.21,6.9,35.5,124,14,2,Mississippi State,4,36,
9227,2013251,DavidAmerson20132,2013,David Amerson,David,Amerson,CB,73,6,1,205,32.625,10.5,4.44,,1.52,4.13,,35.5,127,15,2,North Carolina State,19,51,
9228,201319,DeeMilliner20131,2013,Dee Milliner,Dee,Milliner,CB,72,6,,201,32,8.75,4.37,,1.49,4.32,6.95,36,122,,1,Alabama,9,9,
9229,20137210,DemetriusMcCray20137,2013,Demetrius McCray,Demetrius,McCray,CB,73,6,1,187,33.875,9.25,4.54,,1.5,4.32,7.17,36,126,4,7,Appalachian State,4,210,
9230,2013122,DesmondTrufant20131,2013,Desmond Trufant,Desmond,Trufant,CB,72,6,,190,31.25,8.625,4.38,,1.47,3.85,,37.5,125,16,1,Washington,22,22,
9231,2013364,DwayneGratz20133,2013,Dwayne Gratz,Dwayne,Gratz,CB,71,5,11,201,32.125,10.5,4.47,,1.5,4.15,6.7,38,125,22,3,Connecticut,2,64,
9232,2013254,JamarTaylor20132,2013,Jamar Taylor,Jamar,Taylor,CB,71,5,11,192,30.75,9.125,4.39,,1.47,4.06,6.82,35,127,22,2,Boise State,22,54,
9233,2013243,JohnthanBanks20132,2013,Johnthan Banks,Johnthan,Banks,CB,74,6,2,185,33.875,9.25,4.61,,1.59,4.27,6.97,34,125,10,2,Mississippi State,11,43,
9234,20137218,JordanPoyer20137,2013,Jordan Poyer,Jordan,Poyer,CB,72,6,,191,31.75,9.75,4.54,,1.51,4.18,6.87,30.5,118,8,7,Oregon State,12,218,
9235,2013390,KayvonWebster20133,2013,Kayvon Webster,Kayvon,Webster,CB,70,5,10,195,32.5,8.5,4.41,,1.49,,,35,125,14,3,South Florida,28,90,
9236,20136202,KhalidWooten20136,2013,Khalid Wooten,Khalid,Wooten,CB,71,5,11,210,32.75,9.125,4.53,,1.54,4.18,6.95,33.5,117,17,6,Nevada,34,202,
9237,2013368,LeonMcFadden20133,2013,Leon McFadden,Leon,McFadden,CB,70,5,10,193,32.375,9,4.54,,1.53,4.27,6.81,34.5,119,10,3,San Diego State,6,68,
9238,2013383,LoganRyan20133,2013,Logan Ryan,Logan,Ryan,CB,71,5,11,191,31.375,9.625,4.56,,1.5,4.06,6.69,32.5,116,14,3,Rutgers,21,83,
9239,20137247,MarcAnthony20137,2013,Marc Anthony,Marc,Anthony,CB,71,5,11,196,32.125,9,4.63,,1.56,4.07,6.74,35,118,12,7,California,41,247,
9240,20135159,MicahHyde20135,2013,Micah Hyde,Micah,Hyde,CB,72,6,,197,31.5,9.375,4.56,,1.59,4.2,6.78,33,121,12,5,Iowa,26,159,
9241,2013260,RobertAlford20132,2013,Robert Alford,Robert,Alford,CB,70,5,10,188,32,9.5,4.39,,1.52,4.23,6.89,40,132,17,2,Southeastern Louisiana,28,60,
9242,20135134,SandersCommings20135,2013,Sanders Commings,Sanders,Commings,CB,72,6,,216,32,8.875,4.41,,1.53,4.3,7.1,34.5,117,,5,Georgia,1,134,
9243,20135145,SteveWilliams20135,2013,Steve Williams,Steve,Williams,CB,69,5,9,181,30.5,8.125,4.42,,1.46,4.1,6.89,40.5,128,12,5,California,12,145,
9244,20135150,TerryHawthorne20135,2013,Terry Hawthorne,Terry,Hawthorne,CB,72,6,,195,31.25,8.875,4.44,,1.51,,,35.5,116,13,5,Illinois,17,150,
9245,20135138,TharoldSimon20135,2013,Tharold Simon,Tharold,Simon,CB,74,6,2,202,32.75,8.75,4.51,,1.57,,,34,128,9,5,LSU,5,138,
9246,2013369,TyrannMathieu20133,2013,Tyrann Mathieu,Tyrann,Mathieu,CB,69,5,9,186,31.125,9.375,4.5,,1.51,4.14,6.87,34,117,4,3,LSU,7,69,
9247,2013393,WillDavis20133,2013,Will Davis,Will,Davis,CB,71,5,11,186,31.5,9,4.51,,1.56,4.02,6.52,35.5,127,16,3,Utah State,31,93,
9248,2013125,XavierRhodes20131,2013,Xavier Rhodes,Xavier,Rhodes,CB,73,6,1,210,33.75,9,4.43,,1.47,,,40.5,132,14,1,Florida State,25,25,
9249,20127224,AlfonzoDennard20127,2012,Alfonzo Dennard,Alfonzo,Dennard,CB,70,5,10,204,30,9.5,4.55,,,,,37,,,7,Nebraska,17,224,
9250,,AntonioFenelus2012,2012,Antonio Fenelus,Antonio,Fenelus,CB,68,5,8,190,31.25,9.5,4.68,,,4.2,6.8,32,109,20,,,,,
9251,,AntwuanReed2012,2012,Antwuan Reed,Antwuan,Reed,CB,70,5,10,188,30,9.375,4.63,,,4.2,,36,124,14,,,,,
9252,20125169,AsaJackson20125,2012,Asa Jackson,Asa,Jackson,CB,70,5,10,191,,,4.49,,,4.03,6.97,34,118,19,5,N/A,34,169,
9253,20124123,BrandonBoykin20124,2012,Brandon Boykin,Brandon,Boykin,CB,69,5,9,182,31.5,9.375,,,,,,,,,4,Georgia,28,123,
9254,20124103,FrankAlexander20124,2012,Frank Alexander,Frank,Alexander,DE,75,6,3,270,35,9.75,,,,,,,,,4,Oklahoma,8,103,
9255,2012390,JakeBequette20123,2012,Jake Bequette,Jake,Bequette,DE,76,6,4,274,32,9.25,4.82,,,4.07,6.9,34,113,,3,Arkansas,27,90,
9256,,JamieBlatnick2012,2012,Jamie Blatnick,Jamie,Blatnick,DE,75,6,3,263,31.5,10.25,4.9,,,4,7.22,32,112,28,,,,,
9257,2012238,AndreBranch20122,2012,Andre Branch,Andre,Branch,DE,76,6,4,259,34,9,4.7,,,4,7.19,32,120,,2,Clemson,6,38,
9258,2012116,QuintonCoples20121,2012,Quinton Coples,Quinton,Coples,DE,78,6,6,284,33.25,10.25,4.78,2.69,1.63,4.78,7.57,31.5,109,25,1,North Carolina,16,16,
9259,20125158,JackCrawford20125,2012,Jack Crawford,Jack,Crawford,DE,77,6,5,274,,,4.85,,,4.25,7.15,33,116,,5,Penn State,23,158,
9260,2012381,TyroneCrawford20123,2012,Tyrone Crawford,Tyrone,Crawford,DE,76,6,4,285,33.75,9.5,4.89,,,4.44,7.09,33,113,28,3,Boise State,18,81,
9261,20124126,JaredCrick20124,2012,Jared Crick,Jared,Crick,DE,76,6,4,279,,,4.99,,,4.4,7.47,31,104,,4,Nebraska,31,126,
9262,2012259,VinnyCurry20122,2012,Vinny Curry,Vinny,Curry,DE,75,6,3,266,32.75,9.25,4.98,,,4.4,6.9,32,110,,2,Marshall,27,59,
9263,,JustinFrancis2012,2012,Justin Francis,Justin,Francis,DE,74,6,2,268,33.875,10.125,,,,4.35,7.05,32,109,23,,,,,
9264,20127219,TrevorGuyton20127,2012,Trevor Guyton,Trevor,Guyton,DE,75,6,3,285,,,5.07,,,4.53,7.45,31,105,,7,California,12,219,
9265,20125137,MalikJackson20125,2012,Malik Jackson,Malik,Jackson,DE,77,6,5,284,,,4.91,,,4.41,7.38,28,105,25,5,Tennessee,2,137,
9266,,JamaarJarrett2012,2012,Jamaar Jarrett,Jamaar,Jarrett,DE,77,6,5,265,,,5.02,,,4.34,,30,114,21,,,,,
